{
  meta: {
    req: {
      url: '/v1/ngawas',
      headers: {
        'content-type': 'application/json',
        authorization: 'eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1aWQiOiJWVEpHYzJSSFZtdFlNUzlCZFVNeU4wWTNRVkZXTm1oMGNIZENkSGREY201M1RYTTJiRklyYVZSdlFUMCIsInRpbWVzdGFtcCI6MTY4NzQyNjQ2MiwiaWF0IjoxNjg3NDI2NDYyLCJleHAiOjE3MTg5ODQwNjIsImF1ZCI6IkcyMCIsImlzcyI6IktvcmxhbnRhc1BvbHJpIiwic3ViIjoiSzNJRzIwIn0.Kq3lk9GohVRQM8ak9UswZPAdemRDzEELJyqSly45epM7bq2NIAwP0TqzzC2h33tusoat4SmtuPonDSyisTy5Xg',
        'user-agent': 'PostmanRuntime/7.29.2',
        accept: '*/*',
        'postman-token': 'e82298bb-ee6f-436a-8f62-747bb0b05827',
        host: 'localhost:3001',
        'accept-encoding': 'gzip, deflate, br',
        connection: 'keep-alive',
        tokenData: {
          authData: {
            uid: 'VTJGc2RHVmtYMS9BdUMyN0Y3QVFWNmh0cHdCdHdDcm53TXM2bFIraVRvQT0',
            timestamp: 1687426462,
            iat: 1687426462,
            exp: 1718984062,
            aud: 'G20',
            iss: 'KorlantasPolri',
            sub: 'K3IG20'
          },
          userId: '554'
        }
      },
      method: 'GET',
      httpVersion: '1.1',
      originalUrl: '/v1/ngawas',
      query: {}
    },
    res: {
      statusCode: 200,
      body: {
        isSuccess: true,
        statusCode: 200,
        responseMessage: 'Succeed',
        data: {
          total_page: 5,
          recordsFiltered: 43,
          recordsTotal: 43,
          count: 43,
          rows: [
            {
              id: 'VTJGc2RHVmtYMThabHJuaUhVeFJzWWYrWC80R3RIU09LUGh4bHhZTTM5ST0',
              code: 'TRP/0523/C/00000169',
              user_id: 224,
              vehicle_id: 206,
              brand_id: 1,
              type_id: 1,
              distance: '90.0 Km',
              duration: '1 Jam 32 Menit ',
              departure_date: '2023-05-26',
              departure_time: '21:20:00',
                { latitude: -6.45046, longitude: 106.295643 },
                { latitude: -6.450326, longitude: 106.295825 },
                { latitude: -6.450145, longitude: 106.296201 },
                { latitude: -6.450097, longitude: 106.296303 },
                { latitude: -6.45006, longitude: 106.29641 },
                { latitude: -6.449998, longitude: 106.29663 },
                { latitude: -6.449943, longitude: 106.296973 },
                { latitude: -6.449926, longitude: 106.297111 },
                { latitude: -6.449913, longitude: 106.297219 },
                { latitude: -6.4499, longitude: 106.297531 },
                { latitude: -6.449915, longitude: 106.297598 },
                { latitude: -6.449943, longitude: 106.297663 },
                { latitude: -6.450014, longitude: 106.297765 },
                { latitude: -6.450048, longitude: 106.297807 },
                { latitude: -6.450071, longitude: 106.297862 },
                { latitude: -6.450078, longitude: 106.297911 },
                { latitude: -6.45008, longitude: 106.297975 },
                { latitude: -6.450058, longitude: 106.298055 },
                { latitude: -6.450039, longitude: 106.298111 },
                { latitude: -6.450006, longitude: 106.29817 },
                { latitude: -6.44995, longitude: 106.298287 },
                { latitude: -6.449923, longitude: 106.298373 },
                { latitude: -6.449911, longitude: 106.298441 },
                { latitude: -6.449894, longitude: 106.298564 },
                { latitude: -6.449896, longitude: 106.298654 },
                { latitude: -6.449907, longitude: 106.298765 },
                { latitude: -6.449907, longitude: 106.298765 },
                { latitude: -6.450032, longitude: 106.298729 },
                { latitude: -6.450334, longitude: 106.298648 },
                { latitude: -6.450785, longitude: 106.298463 },
                { latitude: -6.450892, longitude: 106.298444 },
                { latitude: -6.450999, longitude: 106.298436 },
                { latitude: -6.451087, longitude: 106.298438 },
                { latitude: -6.451177, longitude: 106.298443 },
                { latitude: -6.451272, longitude: 106.298468 },
                { latitude: -6.451369, longitude: 106.298512 },
                { latitude: -6.451592, longitude: 106.29864 },
                { latitude: -6.451864, longitude: 106.298825 },
                { latitude: -6.452085, longitude: 106.298956 },
                { latitude: -6.452538, longitude: 106.299224 },
                { latitude: -6.452868, longitude: 106.299458 },
                { latitude: -6.452927, longitude: 106.299492 },
                { latitude: -6.452986, longitude: 106.299511 },
                { latitude: -6.453211, longitude: 106.299559 },
                { latitude: -6.453453, longitude: 106.299592 },
                { latitude: -6.453641, longitude: 106.299592 },
                ... 3633 more items
              ],
              validity_period: '2023-05-28 21:20',
              subdistrict_start: 'Kecamatan Bogor Tengah',
              district_start: 'Kota Bogor',
              province_start: 'Jawa Barat',
              subdistrict_end: 'Kecamatan Cimarga',
              district_end: 'Kabupaten Lebak',
              province_end: 'Banten',
              barcode: '00000169.png',
              kode_prov_start: '32',
              kode_kabkot_start: '32.71',
              kode_kec_start: '32.71.03',
              kode_prov_end: '36',
              kode_kabkot_end: '36.02',
              kode_kec_end: '',
              created_at: '2023-05-26T09:52:17.613Z',
              updated_at: '2023-05-26T09:52:17.613Z',
              deleted_at: null,
              society: {
                person_name: 'Agil Almunawar',
                foto: null,
                nik: '1324354353524211',
                nationality: null
              },
              public_vehicle: { no_vehicle: 'F 1322 DFD' },
              type_vehicle: { type_name: 'Mobil' },
              brand_vehicle: { brand_name: 'Honda' },
              penumpangs: [
                {
                  name: 'Gume',
                  nationality: 'indonesia',
                  nik: '123134'
                },
                {
                  name: 'refi',
                  nationality: 'indonesia',
                  nik: '1231345'
                }
              ]
            },
            {
              id: 'VTJGc2RHVmtYMTl6a2VSbkpJdmRMbW9taGFTY2xyU0VHWGFtNXJDK1RIST0',
              code: 'TRP/0523/C/00000168',
              user_id: 224,
              vehicle_id: 206,
              brand_id: 1,
              type_id: 1,
              distance: '90.0 Km',
              duration: '1 Jam 32 Menit ',
              departure_date: '2023-05-25',
              departure_time: '21:20:00',
              start_coordinate: { latitude: -6.592187, longitude: 106.809744 },
              end_coordinate: { latitude: -6.461697, longitude: 106.284955 },
              route: [
                { latitude: -6.450923, longitude: 106.284955 },
                { latitude: -6.450923, longitude: 106.284955 },
                { latitude: -6.450923, longitude: 106.284955 },
                { latitude: -6.450923, longitude: 106.285236 },
                { latitude: -6.450908, longitude: 106.285773 },
                { latitude: -6.450961, longitude: 106.286244 },
                { latitude: -6.451014, longitude: 106.28647 },
                { latitude: -6.45103, longitude: 106.286652 },
                { latitude: -6.451014, longitude: 106.286734 },
                { latitude: -6.45097, longitude: 106.286797 },
                { latitude: -6.450907, longitude: 106.286856 },
                { latitude: -6.450801, longitude: 106.286942 },
                { latitude: -6.450742, longitude: 106.28701 },
                { latitude: -6.450719, longitude: 106.287087 },
                { latitude: -6.450737, longitude: 106.287189 },
                { latitude: -6.450858, longitude: 106.287471 },
                { latitude: -6.450869, longitude: 106.287558 },
                { latitude: -6.450849, longitude: 106.287655 },
                { latitude: -6.450795, longitude: 106.287763 },
                { latitude: -6.45055, longitude: 106.288009 },
                { latitude: -6.450428, longitude: 106.288165 },
                { latitude: -6.450332, longitude: 106.288374 },
                { latitude: -6.4503, longitude: 106.28853 },
                { latitude: -6.450294, longitude: 106.288691 },
                { latitude: -6.450316, longitude: 106.288819 },
                { latitude: -6.450348, longitude: 106.2889 },
                { latitude: -6.450481, longitude: 106.289088 },
                { latitude: -6.450513, longitude: 106.289163 },
                { latitude: -6.450588, longitude: 106.289452 },
                { latitude: -6.450598, longitude: 106.289613 },
                { latitude: -6.450534, longitude: 106.290386 },
                { latitude: -6.450522, longitude: 106.290514 },
                { latitude: -6.450476, longitude: 106.290691 },
                { latitude: -6.450417, longitude: 106.290804 },
                { latitude: -6.450257, longitude: 106.29103 },
                { latitude: -6.45021, longitude: 106.291111 },
                { latitude: -6.450182, longitude: 106.291212 },
                { latitude: -6.450173, longitude: 106.291308 },
                { latitude: -6.450193, longitude: 106.291421 },
                { latitude: -6.450262, longitude: 106.291759 },
                { latitude: -6.450284, longitude: 106.291974 },
                { latitude: -6.45027, longitude: 106.292449 },
                { latitude: -6.450271, longitude: 106.293059 },
                { latitude: -6.450299, longitude: 106.293303 },
                { latitude: -6.450294, longitude: 106.293494 },
                { latitude: -6.450251, longitude: 106.293701 },
                { latitude: -6.450252, longitude: 106.293808 },
                { latitude: -6.450275, longitude: 106.293931 },
                { latitude: -6.450353, longitude: 106.294087 },
                { latitude: -6.45038, longitude: 106.294216 },
                { latitude: -6.450492, longitude: 106.295246 },
                { latitude: -6.450561, longitude: 106.295493 },
                { latitude: -6.450552, longitude: 106.295536 },
                { latitude: -6.450513, longitude: 106.295594 },
                { latitude: -6.45046, longitude: 106.295643 },
                { latitude: -6.450326, longitude: 106.295825 },
                { latitude: -6.450145, longitude: 106.296201 },
                { latitude: -6.450097, longitude: 106.296303 },
                { latitude: -6.45006, longitude: 106.29641 },
                { latitude: -6.449998, longitude: 106.29663 },
                { latitude: -6.449943, longitude: 106.296973 },
                { latitude: -6.449926, longitude: 106.297111 },
                { latitude: -6.449913, longitude: 106.297219 },
                { latitude: -6.4499, longitude: 106.297531 },
                { latitude: -6.449915, longitude: 106.297598 },
                { latitude: -6.449943, longitude: 106.297663 },
                { latitude: -6.450014, longitude: 106.297765 },
                { latitude: -6.450048, longitude: 106.297807 },
                { latitude: -6.450071, longitude: 106.297862 },
                { latitude: -6.450078, longitude: 106.297911 },
                { latitude: -6.45008, longitude: 106.297975 },
                { latitude: -6.450058, longitude: 106.298055 },
                { latitude: -6.450039, longitude: 106.298111 },
                { latitude: -6.450006, longitude: 106.29817 },
                { latitude: -6.44995, longitude: 106.298287 },
                { latitude: -6.449923, longitude: 106.298373 },
                { latitude: -6.449911, longitude: 106.298441 },
                { latitude: -6.449894, longitude: 106.298564 },
                { latitude: -6.449896, longitude: 106.298654 },
                { latitude: -6.449907, longitude: 106.298765 },
                { latitude: -6.449907, longitude: 106.298765 },
                { latitude: -6.450032, longitude: 106.298729 },
                { latitude: -6.450334, longitude: 106.298648 },
                { latitude: -6.450785, longitude: 106.298463 },
                { latitude: -6.450892, longitude: 106.298444 },
                { latitude: -6.450999, longitude: 106.298436 },
                { latitude: -6.451087, longitude: 106.298438 },
                { latitude: -6.451177, longitude: 106.298443 },
                { latitude: -6.451272, longitude: 106.298468 },
                { latitude: -6.451369, longitude: 106.298512 },
                { latitude: -6.451592, longitude: 106.29864 },
                { latitude: -6.451864, longitude: 106.298825 },
                { latitude: -6.452085, longitude: 106.298956 },
                { latitude: -6.452538, longitude: 106.299224 },
                { latitude: -6.452868, longitude: 106.299458 },
                { latitude: -6.452927, longitude: 106.299492 },
                { latitude: -6.452986, longitude: 106.299511 },
                { latitude: -6.453211, longitude: 106.299559 },
                { latitude: -6.453453, longitude: 106.299592 },
                { latitude: -6.453641, longitude: 106.299592 },
                ... 3633 more items
              ],
              validity_period: '2023-05-27 21:20',
              subdistrict_start: 'Kecamatan Bogor Tengah',
              district_start: 'Kota Bogor',
              province_start: 'Jawa Barat',
              subdistrict_end: 'Kecamatan Cimarga',
              district_end: 'Kabupaten Lebak',
              province_end: 'Banten',
              barcode: '00000168.png',
              kode_prov_start: '32',
              kode_kabkot_start: '32.71',
              kode_kec_start: '32.71.03',
              kode_prov_end: '36',
              kode_kabkot_end: '36.02',
              kode_kec_end: '',
              created_at: '2023-05-26T09:36:53.665Z',
              updated_at: '2023-05-26T09:36:53.665Z',
              deleted_at: null,
              society: {
                person_name: 'Agil Almunawar',
                foto: null,
                nik: '1324354353524211',
                nationality: null
              },
              public_vehicle: { no_vehicle: 'F 1322 DFD' },
              type_vehicle: { type_name: 'Mobil' },
              brand_vehicle: { brand_name: 'Honda' },
              penumpangs: [
                {
                  name: 'Gume',
                  nationality: 'indonesia',
                  nik: '123134'
                },
                {
                  name: 'refi',
                  nationality: 'indonesia',
                  nik: '1231345'
                }
              ]
            },
            {
              id: 'VTJGc2RHVmtYMTl3WXR2eTQ4MmZOb201SEFGZ3BJMk5zWkVyVGpmT3FhVT0',
              code: 'TRP/0523/C/00000167',
              user_id: 224,
              vehicle_id: 206,
              brand_id: 1,
              type_id: 1,
              distance: '92.4 Km',
              duration: '1 Jam 33 Menit ',
              departure_date: '2023-05-25',
              departure_time: '21:20:00',
              start_coordinate: { latitude: -6.461697, longitude: 106.284955 },
              end_coordinate: { latitude: -6.592187, longitude: 106.809744 },
              route: [
                { latitude: -6.592278, longitude: 106.809744 },
                { latitude: -6.592278, longitude: 106.809744 },
                { latitude: -6.592278, longitude: 106.809744 },
                { latitude: -6.59228, longitude: 106.810212 },
                { latitude: -6.59228, longitude: 106.810212 },
                { latitude: -6.591696, longitude: 106.810196 },
                { latitude: -6.591696, longitude: 106.810196 },
                { latitude: -6.591679, longitude: 106.809206 },
                { latitude: -6.591686, longitude: 106.808953 },
                { latitude: -6.591688, longitude: 106.808794 },
                { latitude: -6.591688, longitude: 106.808794 },
                { latitude: -6.591686, longitude: 106.808762 },
                { latitude: -6.591655, longitude: 106.808667 },
                { latitude: -6.591625, longitude: 106.808617 },
                { latitude: -6.59158, longitude: 106.808569 },
                { latitude: -6.591453, longitude: 106.808461 },
                { latitude: -6.591331, longitude: 106.808362 },
                { latitude: -6.591261, longitude: 106.808259 },
                { latitude: -6.591237, longitude: 106.808125 },
                { latitude: -6.591238, longitude: 106.807952 },
                { latitude: -6.591245, longitude: 106.807677 },
                { latitude: -6.591276, longitude: 106.805729 },
                { latitude: -6.591276, longitude: 106.805729 },
                { latitude: -6.590959, longitude: 106.805719 },
                { latitude: -6.59048, longitude: 106.805703 },
                { latitude: -6.590167, longitude: 106.805677 },
                { latitude: -6.590001, longitude: 106.805684 },
                { latitude: -6.589848, longitude: 106.805705 },
                { latitude: -6.589691, longitude: 106.805729 },
                { latitude: -6.589596, longitude: 106.805756 },
                { latitude: -6.588875, longitude: 106.805905 },
                { latitude: -6.588875, longitude: 106.805905 },
                { latitude: -6.588774, longitude: 106.805579 },
                { latitude: -6.588598, longitude: 106.805081 },
                { latitude: -6.588598, longitude: 106.805081 },
                { latitude: -6.588457, longitude: 106.805121 },
                { latitude: -6.587644, longitude: 106.805351 },
                { latitude: -6.586933, longitude: 106.805555 },
                { latitude: -6.586477, longitude: 106.805678 },
                { latitude: -6.586195, longitude: 106.805743 },
                { latitude: -6.586195, longitude: 106.805743 },
                { latitude: -6.585377, longitude: 106.805882 },
                { latitude: -6.584671, longitude: 106.806032 },
                { latitude: -6.58372, longitude: 106.806224 },
                { latitude: -6.583047, longitude: 106.806357 },
                { latitude: -6.582247, longitude: 106.806509 },
                { latitude: -6.581905, longitude: 106.80657 },
                { latitude: -6.581796, longitude: 106.806592 },
                { latitude: -6.581503, longitude: 106.806654 },
                { latitude: -6.581248, longitude: 106.806708 },
                { latitude: -6.580883, longitude: 106.806787 },
                { latitude: -6.580803, longitude: 106.806803 },
                { latitude: -6.579695, longitude: 106.807021 },
                { latitude: -6.579624, longitude: 106.807034 },
                { latitude: -6.579571, longitude: 106.807044 },
                { latitude: -6.579198, longitude: 106.807111 },
                { latitude: -6.579139, longitude: 106.807123 },
                { latitude: -6.57861, longitude: 106.807226 },
                { latitude: -6.578528, longitude: 106.807241 },
                { latitude: -6.578381, longitude: 106.807268 },
                { latitude: -6.578158, longitude: 106.807309 },
                { latitude: -6.577475, longitude: 106.807435 },
                { latitude: -6.577183, longitude: 106.807489 },
                { latitude: -6.576555, longitude: 106.80762 },
                { latitude: -6.576415, longitude: 106.80765 },
                { latitude: -6.576384, longitude: 106.807657 },
                { latitude: -6.576255, longitude: 106.807678 },
                { latitude: -6.576003, longitude: 106.807722 },
                { latitude: -6.575866, longitude: 106.807753 },
                { latitude: -6.575625, longitude: 106.807805 },
                { latitude: -6.575195, longitude: 106.807897 },
                { latitude: -6.574666, longitude: 106.808002 },
                { latitude: -6.573995, longitude: 106.808135 },
                { latitude: -6.573713, longitude: 106.808192 },
                { latitude: -6.573588, longitude: 106.808217 },
                { latitude: -6.573315, longitude: 106.808273 },
                { latitude: -6.572772, longitude: 106.808385 },
                { latitude: -6.572688, longitude: 106.808397 },
                { latitude: -6.572234, longitude: 106.808467 },
                { latitude: -6.571929, longitude: 106.808525 },
                { latitude: -6.571673, longitude: 106.808571 },
                { latitude: -6.57136, longitude: 106.808629 },
                { latitude: -6.570935, longitude: 106.808711 },
                { latitude: -6.569834, longitude: 106.808935 },
                { latitude: -6.56949, longitude: 106.808996 },
                { latitude: -6.56914, longitude: 106.809056 },
                { latitude: -6.568887, longitude: 106.809109 },
                { latitude: -6.568808, longitude: 106.809127 },
                { latitude: -6.568808, longitude: 106.809127 },
                { latitude: -6.568013, longitude: 106.809294 },
                { latitude: -6.567864, longitude: 106.809331 },
                { latitude: -6.567595, longitude: 106.809429 },
                { latitude: -6.567324, longitude: 106.80954 },
                { latitude: -6.566786, longitude: 106.809758 },
                { latitude: -6.566561, longitude: 106.80984 },
                { latitude: -6.566449, longitude: 106.809881 },
                { latitude: -6.566266, longitude: 106.809947 },
                { latitude: -6.566112, longitude: 106.810005 },
                { latitude: -6.565943, longitude: 106.810066 },
                { latitude: -6.565847, longitude: 106.810103 },
                ... 3558 more items
              ],
              validity_period: '2023-05-27 21:20',
              subdistrict_start: 'Kecamatan Cimarga',
              district_start: 'Kabupaten Lebak',
              province_start: 'Banten',
              subdistrict_end: 'Kecamatan Bogor Tengah',
              district_end: 'Kota Bogor',
              province_end: 'Jawa Barat',
              barcode: '00000167.png',
              kode_prov_start: '36',
              kode_kabkot_start: '36.02',
              kode_kec_start: '',
              kode_prov_end: '32',
              kode_kabkot_end: '32.71',
              kode_kec_end: '32.71.03',
              created_at: '2023-05-26T09:34:03.557Z',
              updated_at: '2023-05-26T09:34:03.557Z',
              deleted_at: null,
              society: {
                person_name: 'Agil Almunawar',
                foto: null,
                nik: '1324354353524211',
                nationality: null
              },
              public_vehicle: { no_vehicle: 'F 1322 DFD' },
              type_vehicle: { type_name: 'Mobil' },
              brand_vehicle: { brand_name: 'Honda' },
              penumpangs: [
                {
                  name: 'Gume',
                  nationality: 'indonesia',
                  nik: '123134'
                },
                {
                  name: 'refi',
                  nationality: 'indonesia',
                  nik: '1231345'
                }
              ]
            },
            {
              id: 'VTJGc2RHVmtYMSt4eXZDT243U0lDb29qRjAxaFRnSVo4dXc2YXRzNjVlWT0',
              code: 'TRP/0523/C/00000166',
              user_id: 224,
              vehicle_id: 206,
              brand_id: 1,
              type_id: 1,
              distance: '49.4 Km',
              duration: '46 Menit ',
              departure_date: '2023-05-25',
              departure_time: '21:20:00',
              start_coordinate: { latitude: -6.474948, longitude: 106.469195 },
              end_coordinate: { latitude: -6.597533, longitude: 106.791372 },
              route: [
                { latitude: -6.597553, longitude: 106.791372 },
                { latitude: -6.597553, longitude: 106.791372 },
                { latitude: -6.597553, longitude: 106.791372 },
                { latitude: -6.597558, longitude: 106.791135 },
                { latitude: -6.597558, longitude: 106.791135 },
                { latitude: -6.59739, longitude: 106.791125 },
                { latitude: -6.597257, longitude: 106.791106 },
                { latitude: -6.597139, longitude: 106.791093 },
                { latitude: -6.597054, longitude: 106.791072 },
                { latitude: -6.596971, longitude: 106.791067 },
                { latitude: -6.596971, longitude: 106.791067 },
                { latitude: -6.596957, longitude: 106.790916 },
                { latitude: -6.596944, longitude: 106.790765 },
                { latitude: -6.596941, longitude: 106.790736 },
                { latitude: -6.596936, longitude: 106.790616 },
                { latitude: -6.596924, longitude: 106.790516 },
                { latitude: -6.596925, longitude: 106.790507 },
                { latitude: -6.596924, longitude: 106.79049 },
                { latitude: -6.596917, longitude: 106.790422 },
                { latitude: -6.5969, longitude: 106.790236 },
                { latitude: -6.596888, longitude: 106.790057 },
                { latitude: -6.596874, longitude: 106.789879 },
                { latitude: -6.596861, longitude: 106.789696 },
                { latitude: -6.596858, longitude: 106.789639 },
                { latitude: -6.596858, longitude: 106.789639 },
                { latitude: -6.596014, longitude: 106.789717 },
                { latitude: -6.595887, longitude: 106.789738 },
                { latitude: -6.595805, longitude: 106.789744 },
                { latitude: -6.595805, longitude: 106.789744 },
                { latitude: -6.59576, longitude: 106.789542 },
                { latitude: -6.595682, longitude: 106.789085 },
                { latitude: -6.59566, longitude: 106.788953 },
                { latitude: -6.595578, longitude: 106.788611 },
                { latitude: -6.595561, longitude: 106.788559 },
                { latitude: -6.595542, longitude: 106.788529 },
                { latitude: -6.595516, longitude: 106.788514 },
                { latitude: -6.595476, longitude: 106.788496 },
                { latitude: -6.595324, longitude: 106.788457 },
                { latitude: -6.595269, longitude: 106.788447 },
                { latitude: -6.595187, longitude: 106.788425 },
                { latitude: -6.595091, longitude: 106.788396 },
                { latitude: -6.594669, longitude: 106.788249 },
                { latitude: -6.594546, longitude: 106.788206 },
                { latitude: -6.59411, longitude: 106.788062 },
                { latitude: -6.593834, longitude: 106.787969 },
                { latitude: -6.593558, longitude: 106.787895 },
                { latitude: -6.593206, longitude: 106.787813 },
                { latitude: -6.593206, longitude: 106.787813 },
                { latitude: -6.593198, longitude: 106.787684 },
                { latitude: -6.593198, longitude: 106.78767 },
                { latitude: -6.593198, longitude: 106.787499 },
                { latitude: -6.593199, longitude: 106.787287 },
                { latitude: -6.593222, longitude: 106.786781 },
                { latitude: -6.59323, longitude: 106.786747 },
                { latitude: -6.593248, longitude: 106.786705 },
                { latitude: -6.593284, longitude: 106.786632 },
                { latitude: -6.593284, longitude: 106.786632 },
                { latitude: -6.593373, longitude: 106.786676 },
                { latitude: -6.593513, longitude: 106.786737 },
                { latitude: -6.593695, longitude: 106.78682 },
                { latitude: -6.593767, longitude: 106.786856 },
                { latitude: -6.593851, longitude: 106.786896 },
                { latitude: -6.594555, longitude: 106.787209 },
                { latitude: -6.594864, longitude: 106.787353 },
                { latitude: -6.595283, longitude: 106.787531 },
                { latitude: -6.595369, longitude: 106.787549 },
                { latitude: -6.595426, longitude: 106.787547 },
                { latitude: -6.595451, longitude: 106.787543 },
                { latitude: -6.595466, longitude: 106.787533 },
                { latitude: -6.595479, longitude: 106.787519 },
                { latitude: -6.595486, longitude: 106.787253 },
                { latitude: -6.595489, longitude: 106.787019 },
                { latitude: -6.595482, longitude: 106.786867 },
                { latitude: -6.595455, longitude: 106.786309 },
                { latitude: -6.595441, longitude: 106.786106 },
                { latitude: -6.595416, longitude: 106.785803 },
                { latitude: -6.595384, longitude: 106.78543 },
                { latitude: -6.595326, longitude: 106.784957 },
                { latitude: -6.595257, longitude: 106.784639 },
                { latitude: -6.595162, longitude: 106.784266 },
                { latitude: -6.595031, longitude: 106.783976 },
                { latitude: -6.594924, longitude: 106.783784 },
                { latitude: -6.594899, longitude: 106.783743 },
                { latitude: -6.594703, longitude: 106.783445 },
                { latitude: -6.594373, longitude: 106.782947 },
                { latitude: -6.594364, longitude: 106.782922 },
                { latitude: -6.594353, longitude: 106.782886 },
                { latitude: -6.594333, longitude: 106.782827 },
                { latitude: -6.594326, longitude: 106.782758 },
                { latitude: -6.594329, longitude: 106.782681 },
                { latitude: -6.594333, longitude: 106.782654 },
                { latitude: -6.594391, longitude: 106.78253 },
                { latitude: -6.594429, longitude: 106.782482 },
                { latitude: -6.594471, longitude: 106.782445 },
                { latitude: -6.594557, longitude: 106.782376 },
                { latitude: -6.594716, longitude: 106.782283 },
                { latitude: -6.595201, longitude: 106.781868 },
